Country_Name,RE_Inexpensive_Meal,RE_Meal_2Ppl,RE_Combo_Meal,RE_Domestic_Beer,RE_Imported_Beer,RE_Cappuccino,RE_Coke/Pepsi,RE_Water,MK_Milk,MK_White_Bread,MK_Rice,MK_Eggs,MK_Cheese,MK_Chicken_Breasts,MK_Red_Meat,MK_Apples,MK_Banana,MK_Oranges,MK_Tomato,MK_Potato,MK_Onion,MK_Lettuce,MK_Water,MK_Wine,MK_Domestic_Beer,MK_Imported_Beer,MK_Cigarettes_Pack,TR_Ticket,TR_Monthly_Pass,TR_Taxi_Start,TR_Taxi_1km,TR_Taxi_1h,TR_Gasoline,TR_VW_Golf,TR_TY_Corolla,UT_Basic_85m2,UT_Prepaid_Mobile,UT_Internet,SL_Fitness_Club,SL_Tennis,SL_Cinema,CH_Preschool,CH_International_School,CS_Jeans,CS_Summer_Dress,CS_Running_Shoes,CS_Leather_Shoes,RM_Apartment_1Centre,RM_Apartment_1Outside,RM_Apartment_3Centre,RM_Apartment_3Outside,BA_PriceM2_Centre,BA_PriceM2_Outside,SF_Average_Salary,SF_Mortgage_%Yearly
Fiji,4.83,28.99,7.25,2.42,3.87,2.67,1.22,0.91,1.44,0.58,1.16,2.59,9.90,7.46,10.15,3.28,1.79,3.80,4.64,1.23,1.16,1.15,1.20,12.08,2.02,2.78,6.28,0.48,22.95,0.72,0.54,4.83,1.06,"31,404.82","20,171.56",77.31,0.19,80.32,25.55,5.74,4.83,299.96,"7,488.84",37.77,40.10,96.59,92.68,872.61,277.81,"1,755.45",928.34,"1,470.09","1,091.92",566.60,7.94
Finland,12.82,69.94,8.42,6.99,5.83,3.93,2.55,1.72,1.07,1.99,2.07,2.02,6.88,10.66,15.57,2.19,1.74,2.02,3.27,1.00,1.43,1.86,1.59,11.95,2.88,2.96,7.58,3.50,63.76,6.99,1.87,54.79,1.71,"29,141.27","28,403.58",135.13,0.08,25.63,46.40,25.05,15.15,329.88,"9,451.95",98.49,35.61,99.17,129.93,849.26,658.65,"1,402.07","1,084.71","4,926.74","3,058.70","2,624.03",1.46
France,13.99,58.28,9.33,5.83,4.66,3.06,2.75,1.81,1.10,1.61,1.95,3.00,17.15,11.38,18.52,2.68,2.14,2.45,2.76,1.72,1.95,1.21,0.71,6.99,1.99,2.19,8.28,1.87,66.27,5.83,2.10,34.97,1.55,"23,313.01","24,156.70",156.29,0.24,31.69,44.20,17.47,11.66,719.24,"25,593.50",97.14,39.07,97.26,127.35,789.78,620.67,"1,469.80","1,106.99","5,832.83","3,842.62","2,217.13",1.96
French Polynesia,17.18,97.68,8.90,5.32,3.58,3.80,2.58,1.60,1.03,1.16,1.17,3.85,19.54,5.86,19.54,4.15,1.95,4.59,7.42,1.56,1.56,3.90,0.98,15.63,0.98,1.37,9.77,2.44,19.54,9.77,1.32,78.15,1.13,"38,584.20","35,571.07",200.25,0.51,87.84,43.96,48.84,12.21,390.73,,78.15,51.93,112.33,234.44,932.18,830.29,"1,660.59",976.82,"10,643.71","10,643.71","1,448.94",20.00
Gabon,8.89,71.08,8.00,1.07,2.13,3.26,0.89,0.80,1.25,1.20,3.71,2.58,10.26,9.54,13.91,4.44,2.55,4.27,2.67,4.00,2.09,3.38,1.38,8.89,1.01,1.66,1.78,0.36,53.31,0.62,0.89,8.89,0.95,"28,432.37","29,617.05",94.18,0.20,159.93,85.89,13.33,8.89,197.45,"11,550.65",93.29,31.99,71.08,180.66,"1,488.26",799.66,"4,886.81","1,747.41","3,520.69","2,890.73",755.23,
Gambia,2.70,33.93,3.18,1.38,2.62,2.65,0.53,0.58,1.37,0.17,0.50,2.17,,,,2.65,1.80,2.65,1.70,1.06,,,0.58,1.35,,1.35,1.48,0.17,,,0.42,,1.02,,,63.61,,53.01,12.72,,,106.02,,,,59.37,63.61,269.62,42.41,,63.61,,,74.22,
Georgia,5.24,20.17,4.44,1.01,1.61,1.56,0.51,0.21,1.23,0.36,0.94,1.39,3.83,3.75,5.84,1.01,1.43,1.19,0.96,0.43,0.46,0.46,0.41,4.64,0.84,1.25,1.61,0.20,12.10,1.21,0.20,2.02,0.91,"12,101.04","14,643.73",55.70,0.10,16.45,36.65,8.60,4.84,112.43,"2,805.26",50.73,32.70,83.16,87.14,290.43,186.56,618.92,351.21,922.04,533.07,313.65,11.19
Germany,11.66,52.45,8.16,4.08,3.50,3.10,2.49,2.01,0.83,1.33,2.09,1.99,8.67,7.74,12.98,2.39,1.89,2.69,3.17,1.21,0.99,1.15,0.37,4.66,0.81,1.38,6.99,3.15,81.60,4.08,2.33,34.97,1.56,"23,313.01","22,851.61",248.43,0.11,32.74,32.60,20.78,11.66,359.85,"18,536.52",89.58,38.92,98.56,123.15,790.73,590.69,"1,566.59","1,137.19","5,174.45","3,491.89","2,550.37",1.88
Ghana,4.31,31.25,6.47,1.50,1.97,2.16,0.95,0.68,2.15,1.09,1.87,2.37,19.80,5.20,5.91,2.66,1.39,1.71,2.43,2.52,1.54,1.15,0.64,6.47,1.36,1.78,2.00,0.59,233.61,1.08,1.08,4.00,0.88,"21,574.97","11,682.49",70.71,0.05,55.37,47.24,8.12,7.55,357.25,"4,046.66",46.66,34.77,66.08,62.33,827.62,210.41,"2,397.52",902.79,"3,083.61","3,774.44",289.53,24.83
Gibraltar,13.31,53.23,9.32,4.66,3.99,2.79,1.84,1.46,1.57,1.29,2.12,2.13,5.77,5.77,8.65,3.66,3.13,3.33,3.33,2.99,2.33,1.33,1.22,6.65,1.53,2.00,3.86,1.60,31.94,3.99,1.33,3.33,1.13,"17,629.84","24,945.94",129.35,0.16,45.25,61.22,26.62,9.65,510.14,"11,178.76",52.57,42.59,70.98,79.85,"1,397.35",998.10,"3,460.09","2,794.69","7,319.43","4,990.52","3,175.97",2.67
Greece,11.66,34.97,6.99,4.08,4.66,3.36,1.67,0.58,1.35,1.00,1.94,3.36,9.51,7.58,10.45,1.57,1.72,1.08,1.51,0.88,0.88,0.73,0.92,6.99,1.51,1.81,4.90,1.63,34.97,3.96,0.93,12.82,1.76,"19,816.06","21,601.37",166.40,0.40,30.87,36.17,18.16,8.74,401.90,"8,137.44",85.29,34.75,90.37,104.29,326.17,285.74,543.31,501.55,"1,672.17","1,447.08",804.71,4.57
Greenland,15.64,59.37,14.59,3.46,5.44,4.08,,1.48,1.43,3.13,2.35,3.74,19.62,8.13,11.34,2.97,3.07,2.77,2.01,1.74,3.32,1.56,2.35,6.59,6.22,3.47,12.10,2.11,78.20,3.60,2.43,31.28,0.16,"21,895.18","21,113.21",938.37,0.10,171.88,46.76,21.90,13.29,742.87,"12,198.75",125.12,109.48,187.67,234.59,963.92,938.37,"1,720.34","1,354.91","5,325.31","5,325.31","2,916.02",
Grenada,7.40,55.50,7.40,2.04,2.59,3.08,1.30,0.93,1.91,1.48,1.19,3.57,9.41,10.48,19.32,9.23,1.56,2.49,3.12,2.87,2.90,3.08,1.66,11.10,2.01,2.04,4.44,0.93,,9.25,3.70,,1.34,"37,002.09","32,068.48",71.23,0.26,38.85,44.40,,9.25,129.51,,67.84,37.00,113.47,101.14,439.40,384.82,912.72,604.37,"1,295.07","1,295.07",945.04,7.25
Guam,15.00,55.00,8.00,3.25,5.00,4.36,1.76,1.72,3.17,3.68,3.68,3.76,16.01,10.47,16.25,6.38,3.26,8.33,4.41,1.92,1.75,3.75,1.77,12.00,3.40,4.43,6.99,2.00,20.00,,1.55,,1.02,"26,500.00","21,500.00",327.96,,90.45,56.25,17.50,9.00,390.00,,57.98,53.75,90.25,115.67,"1,600.00","1,071.43","2,477.27","1,930.00","1,614.59","1,345.49","2,250.00",4.42
Guatemala,5.35,26.75,5.35,2.01,3.34,2.37,1.02,0.65,1.46,2.28,1.10,1.72,5.75,6.54,7.64,2.80,0.96,1.87,1.26,1.14,1.14,0.65,0.89,8.02,1.39,2.07,2.94,0.20,12.04,3.34,1.07,6.69,0.85,"17,385.48","20,534.32",56.91,0.14,59.41,48.66,16.58,6.02,265.46,"4,065.53",65.10,45.75,93.84,100.30,431.42,275.46,896.60,491.70,"1,745.72",764.57,512.65,9.15
Guernsey,13.31,66.54,7.98,5.26,4.99,3.62,1.46,1.09,1.67,1.73,1.66,2.86,10.81,11.98,13.31,,2.66,0.27,2.00,2.66,1.33,1.06,1.06,7.98,2.46,2.53,8.60,1.33,54.56,4.66,2.07,79.85,1.60,"18,631.27",,66.54,0.60,53.23,73.19,13.97,8.65,"1,330.80",,56.56,24.62,119.77,90.94,"1,513.79","1,447.25","2,883.41","2,750.33","3,629.10","3,593.17","3,218.11",2.70
Guyana,4.78,28.69,5.74,1.43,2.39,3.10,1.00,0.63,2.03,1.83,1.21,2.40,7.88,2.17,4.54,4.14,1.42,1.43,1.74,0.90,0.84,1.11,1.34,17.59,1.02,1.96,2.15,0.48,15.30,1.91,1.91,7.17,0.93,"12,432.97","11,237.49",62.86,0.13,63.44,26.78,10.56,5.26,41.44,832.05,32.28,34.43,78.10,53.80,187.29,113.97,426.39,234.31,"5,020.07","2,987.71",302.06,8.75
Haiti,7.71,36.90,10.00,1.00,2.75,2.79,0.87,0.49,1.60,1.50,2.47,2.25,2.75,7.24,11.05,5.13,3.53,4.10,3.84,4.34,2.70,4.00,1.19,5.66,1.00,3.81,1.71,0.24,,0.49,2.40,4.00,1.03,"40,000.00","50,000.00",119.31,0.19,70.77,85.00,40.00,10.00,387.50,"2,400.00",65.00,75.00,120.00,95.00,"1,092.97",775.00,692.24,498.48,"4,958.17","3,957.65","1,333.00",12.50
Honduras,5.31,25.00,6.00,1.50,2.50,1.70,0.95,0.79,1.15,1.35,1.42,1.93,3.30,4.83,6.83,2.32,0.78,1.34,0.95,1.26,1.06,0.81,1.05,8.86,1.26,1.90,2.00,0.50,30.00,2.56,2.60,8.76,1.03,"17,500.00","20,000.45",111.78,0.20,69.41,44.53,8.40,5.00,172.66,"3,627.28",43.19,35.68,90.45,85.01,296.03,204.13,513.10,451.31,"1,404.32",930.00,411.03,11.94
Hong Kong,6.37,44.61,4.46,6.37,7.01,4.37,1.12,0.91,2.95,2.32,2.02,3.29,16.81,8.26,21.13,3.02,2.30,2.67,2.67,2.63,2.21,1.78,1.97,19.12,1.92,2.31,7.26,1.27,63.73,3.06,1.08,13.00,1.97,"28,039.23","27,480.79",143.05,0.05,27.71,82.03,7.38,12.75,652.51,"15,464.06",78.57,32.78,85.76,133.00,"2,260.32","1,483.87","4,604.28","2,902.74","28,415.34","17,843.34","2,542.75",2.31
Hungary,5.47,29.17,5.47,1.46,1.64,1.44,1.02,0.71,0.79,0.66,1.03,1.76,6.05,4.76,8.48,1.16,1.47,1.34,1.79,0.66,0.65,0.83,0.36,4.56,0.81,1.10,4.38,1.28,34.64,1.64,1.02,15.32,1.31,"20,098.03","20,231.78",175.78,0.11,15.59,38.51,12.54,6.20,318.86,"9,859.43",67.29,31.50,81.62,90.24,448.14,328.15,778.43,545.65,"2,234.72","1,355.95",698.07,5.51
Iceland,21.30,112.96,14.12,10.35,9.41,4.97,2.70,2.26,1.45,3.36,3.15,5.68,16.08,19.21,28.27,2.95,2.51,3.06,4.80,2.45,1.65,2.78,2.24,21.65,3.24,3.18,12.24,4.24,110.61,6.50,2.82,70.04,1.90,"32,005.39","33,157.14",111.43,0.19,60.39,72.08,32.26,14.03,324.08,"22,592.04",135.33,71.10,165.67,225.85,"1,680.96","1,375.39","2,571.45","2,140.93","4,981.96","3,821.73","3,315.75",6.27
India,2.21,9.67,3.69,1.77,2.81,1.47,0.42,0.21,0.66,0.42,0.73,0.89,4.65,3.09,4.39,1.93,0.70,0.93,0.48,0.32,0.40,0.49,0.41,7.38,1.57,2.38,2.95,0.30,8.86,0.72,0.22,1.03,1.08,"11,811.31","23,142.72",33.07,0.01,15.47,20.85,6.83,3.69,77.90,"2,494.17",33.92,34.41,50.12,38.25,174.73,107.88,420.72,253.67,"1,475.42",724.73,521.11,9.66
Indonesia,1.77,10.64,3.19,2.20,3.55,1.87,0.58,0.25,1.25,1.00,0.86,1.34,8.02,2.96,8.45,2.63,1.27,1.94,0.96,1.27,1.85,0.86,0.41,21.28,1.91,2.79,1.56,0.28,14.19,0.50,0.35,2.98,0.59,"33,699.29","26,281.42",61.06,0.11,33.47,26.68,6.75,3.55,72.39,"7,834.07",31.63,25.97,59.12,57.24,256.26,143.43,601.40,337.90,"1,247.51",711.22,355.37,8.59
Iran,4.75,14.25,4.00,0.60,0.95,2.03,0.39,0.18,0.62,0.38,2.66,1.41,3.94,2.65,9.90,0.93,1.11,0.94,0.61,0.48,0.50,0.42,0.31,2.37,0.54,0.95,2.17,0.17,11.87,0.24,0.24,3.56,0.24,"23,748.12","35,446.00",28.30,0.02,37.11,25.21,15.45,2.37,108.41,"2,132.48",37.10,29.98,92.67,60.05,385.91,244.39,860.96,537.84,"1,422.79",734.00,422.86,19.03
Iraq,6.69,22.79,6.74,1.73,2.08,1.91,0.44,0.23,1.20,0.91,1.53,1.58,5.63,4.21,11.89,1.20,1.18,1.14,0.78,0.70,0.72,0.80,0.62,10.00,1.51,1.94,2.00,0.47,25.51,2.58,2.00,10.00,0.51,"15,000.00","17,468.36",107.40,0.11,40.93,43.28,18.44,8.55,117.49,"2,497.91",31.92,30.63,59.49,49.83,364.68,262.52,668.00,471.89,"1,270.27",742.86,576.20,12.04
Ireland,17.48,64.11,9.27,5.83,5.83,3.32,1.80,1.49,1.13,1.52,1.82,3.13,9.35,9.15,9.96,2.39,1.93,2.23,2.76,1.59,1.15,1.12,1.52,11.66,2.73,2.85,13.17,3.03,139.88,4.66,1.33,27.28,1.57,"27,975.61","28,700.45",160.06,0.30,57.16,46.87,15.53,11.66,988.62,"7,337.60",86.63,39.51,90.93,101.41,"1,428.58","1,198.96","2,357.84","1,910.32","5,016.35","3,415.10","2,546.46",3.85
Isle Of Man,19.96,79.85,7.98,4.66,4.66,3.65,2.00,1.33,1.95,2.25,5.32,2.40,5.06,7.32,6.65,3.06,1.60,1.60,3.33,0.67,4.66,0.53,1.32,9.32,3.66,,13.97,2.53,,3.99,3.86,,1.66,,,79.85,0.27,46.58,47.91,,11.98,,,76.52,58.11,75.41,79.85,898.29,765.21,"1,796.59","1,114.55",,,"2,617.25",3.57
Israel,15.44,58.97,14.04,7.86,7.30,3.35,2.42,1.92,1.58,1.82,2.23,3.49,11.75,9.07,17.86,2.48,2.16,1.49,1.37,1.10,0.89,1.44,1.13,11.23,2.39,3.18,9.55,1.66,59.81,3.37,1.05,25.27,1.71,"36,504.91","36,492.17",200.19,0.09,25.56,69.85,17.18,11.23,758.45,"13,709.99",89.00,56.60,118.79,121.06,958.02,756.26,"1,626.00","1,281.89","6,908.89","4,696.16","2,282.68",3.42
Italy,17.48,58.28,8.74,5.25,4.66,1.56,2.31,1.15,1.30,1.72,2.29,2.92,13.37,9.50,17.36,2.08,1.94,1.91,2.12,1.38,1.48,1.26,0.45,5.83,1.48,1.86,6.06,1.75,40.80,5.83,1.75,33.01,1.72,"23,313.01","25,473.47",169.62,0.12,31.55,54.05,20.68,9.33,489.78,"20,460.89",91.78,36.63,94.73,130.67,682.47,515.96,"1,186.35",854.29,"4,190.72","2,525.88","1,753.26",2.42
Ivory Coast,3.55,44.43,10.66,1.78,5.33,3.81,0.80,0.68,1.69,0.39,1.12,2.19,12.26,7.11,7.11,2.55,0.87,2.25,1.56,1.20,2.40,0.68,0.85,7.55,0.76,1.16,1.42,0.53,44.43,0.89,0.71,,1.04,"14,216.18","35,540.46",308.02,0.18,88.58,81.74,8.89,8.89,96.75,"4,442.56",85.89,71.08,95.96,135.50,644.17,188.36,"1,665.96",651.58,"1,688.17",888.51,420.07,10.67
Jamaica,3.96,39.59,5.54,1.98,2.38,2.36,0.91,0.77,2.07,2.35,1.16,2.72,5.88,6.36,6.13,5.64,1.54,2.15,1.50,2.06,1.15,0.96,1.22,13.86,1.44,2.19,5.82,0.79,68.08,2.38,1.41,7.92,1.11,"26,526.26","27,551.32",110.13,0.05,41.46,45.41,32.86,10.69,338.34,"1,847.60",43.14,38.72,56.56,68.39,441.32,248.40,849.02,539.07,"2,324.90","2,876.60",572.85,9.44
Japan,7.31,36.56,6.22,3.66,4.57,3.44,1.20,0.95,1.67,1.68,3.91,2.02,16.16,7.68,17.13,6.41,2.87,5.08,6.24,3.50,2.94,1.91,1.14,10.97,2.49,3.26,4.20,1.92,91.41,5.48,3.66,30.26,1.20,"22,852.73","19,004.44",183.54,0.39,40.86,82.80,18.77,16.45,382.26,"22,157.21",60.19,34.90,71.51,91.02,748.34,513.72,"1,645.57",995.30,"8,645.95","4,272.37","2,530.58",1.22
Jersey,26.62,93.16,7.65,5.52,5.22,3.27,2.44,1.67,1.53,2.46,2.66,2.97,9.54,11.98,10.42,5.06,3.64,5.32,3.11,3.55,2.50,1.66,1.00,9.32,2.23,3.57,10.91,2.66,65.21,4.99,1.87,,1.44,"21,292.88","25,362.61",141.24,0.44,45.69,65.21,16.41,13.31,"1,463.89","7,984.83",86.50,66.54,102.03,98.15,"1,483.85","1,375.16","3,027.58","2,836.28","2,193.37","1,498.29","2,972.75",3.17
Jordan,6.34,42.29,7.05,5.64,7.05,3.28,0.53,0.39,1.51,0.33,1.40,1.91,7.08,5.85,11.03,1.76,1.52,1.29,0.62,0.90,0.73,0.55,0.56,21.14,5.16,6.72,3.10,0.70,42.29,0.36,0.48,7.05,1.09,"31,011.86","28,947.76",76.23,0.05,47.41,58.73,27.84,11.28,254.09,"4,591.98",56.80,61.03,89.60,74.02,366.10,238.38,623.08,424.93,"1,117.57",645.28,641.90,7.69
Kazakhstan,6.08,30.41,4.56,1.22,1.52,1.96,0.56,0.35,0.81,0.28,0.77,1.06,5.39,3.50,5.89,1.23,1.50,1.87,1.64,0.46,0.39,0.93,0.51,6.08,0.66,1.25,1.06,0.24,21.29,1.22,0.30,3.04,0.48,"17,020.92","19,703.11",64.15,0.03,12.43,50.23,11.81,4.56,192.14,"5,202.22",54.47,42.65,78.27,95.26,324.76,223.77,671.39,397.54,"1,104.72",756.92,372.60,17.70
Kenya,3.95,24.71,5.93,1.98,2.47,2.27,0.51,0.44,0.93,0.51,1.39,1.52,7.02,6.50,4.70,2.76,1.20,1.69,1.04,1.06,1.02,0.60,0.80,9.39,1.85,2.36,1.98,0.49,29.65,2.96,1.48,2.96,1.01,"15,811.45","12,833.08",46.17,0.03,54.47,48.14,6.32,6.92,196.19,"7,400.32",23.57,28.48,53.11,45.70,262.31,145.99,618.24,346.60,"3,244.50",848.22,337.08,14.76
Kosovo (Disputed Territory),2.91,15.74,2.33,1.75,1.75,1.06,1.13,0.58,0.92,0.32,1.17,1.03,3.57,3.28,7.16,0.68,1.22,1.14,0.63,0.36,0.58,0.58,0.36,3.50,0.72,0.93,2.68,0.47,9.33,1.75,0.58,3.50,1.18,"17,484.76","16,319.11",75.70,0.06,12.04,12.98,6.10,3.50,92.28,"2,525.58",33.03,24.48,38.66,44.36,263.54,172.82,428.38,304.18,"1,457.06",778.07,466.44,6.00
Kuwait,6.62,39.69,6.62,1.65,2.48,5.04,0.54,0.47,1.41,1.03,1.84,1.88,6.08,5.36,9.95,2.19,1.78,1.75,1.94,1.17,1.24,2.36,0.50,7.77,1.69,1.26,2.48,0.83,49.62,3.31,2.06,7.44,0.32,"18,192.22","17,815.51",40.83,0.14,30.99,106.17,42.65,11.58,340.14,"8,341.55",52.10,45.46,87.10,83.73,920.02,743.57,"1,932.11","1,510.51","5,859.31","4,239.34","1,974.23",5.26
Kyrgyzstan,3.66,14.66,2.93,1.01,1.10,1.54,0.41,0.27,0.75,0.30,0.95,1.27,4.77,3.48,5.67,1.04,1.73,1.62,1.19,0.42,0.36,0.57,0.40,4.40,0.82,1.05,0.95,0.15,4.40,0.73,0.18,2.64,0.60,"16,123.76","20,887.60",39.28,0.03,15.76,36.44,7.41,4.40,123.13,"3,972.31",43.44,37.46,71.81,68.63,277.46,184.85,477.32,292.40,674.92,526.00,219.18,19.60
Laos,2.42,19.39,6.01,1.10,1.91,2.22,0.64,0.34,2.64,2.85,1.01,1.36,41.99,3.45,9.85,1.95,0.90,2.19,1.23,0.98,1.37,0.89,0.58,18.18,1.03,2.63,1.95,0.54,4.50,2.16,2.50,4.75,0.97,"28,000.00","32,000.00",72.01,0.10,70.98,66.95,7.00,4.97,235.00,"5,801.27",51.67,48.00,103.33,20.00,550.00,330.00,"1,325.00",970.00,"4,905.56",818.80,249.47,9.00
Latvia,7.58,36.14,5.83,2.33,2.33,2.41,1.12,0.85,1.09,0.89,1.51,1.83,7.08,5.72,8.11,1.27,1.57,1.80,2.20,0.56,0.50,1.29,0.73,5.83,1.13,1.33,4.08,1.34,58.28,1.17,0.58,9.33,1.37,"19,816.06","19,767.69",196.42,0.09,17.12,40.87,24.34,8.16,342.70,"13,550.69",76.20,34.77,86.07,121.88,410.50,296.37,683.50,476.88,"1,866.21","1,196.98",746.47,2.64
Lebanon,10.00,50.00,8.00,2.00,3.74,3.09,0.78,0.43,2.22,0.81,1.81,2.97,7.77,7.53,11.52,1.68,1.19,1.16,1.19,0.84,0.85,0.95,0.69,10.00,1.20,1.91,2.30,1.32,49.59,6.00,1.50,15.00,0.86,"22,000.00","20,469.08",123.85,0.32,44.15,66.08,22.49,9.99,377.16,"5,480.54",82.16,50.52,106.92,119.04,830.19,481.45,"2,105.85",874.61,"4,125.34","1,595.33","1,075.31",5.99
Lesotho,13.01,23.99,3.43,0.92,1.12,1.88,0.70,0.48,0.99,0.80,1.68,1.24,9.60,4.00,9.60,2.08,1.44,1.80,2.40,2.00,1.44,1.60,0.83,4.80,1.16,1.20,3.12,0.52,23.99,0.50,0.52,3.60,0.88,"11,997.08",,,0.21,74.65,23.99,2.40,3.00,479.88,"1,719.58",45.99,31.33,74.65,147.96,513.23,39.99,499.88,259.94,,,724.12,10.00
Liberia,10.00,55.00,12.50,2.00,3.75,4.40,1.34,1.00,1.95,1.67,2.00,4.13,20.39,15.09,30.86,,1.60,,14.00,4.40,3.31,,,13.00,1.50,3.00,,2.50,,4.00,,15.00,1.02,"22,000.00",,269.16,0.20,125.00,123.33,10.00,,70.83,"3,000.00",12.00,,53.00,75.00,"1,700.00",105.00,"3,600.00",237.50,104.95,"6,824.32","1,000.00",6.00
Libya,8.86,25.83,7.38,2.21,2.40,1.33,1.13,0.31,2.27,0.49,2.40,3.45,10.49,8.73,15.63,4.42,3.03,2.24,1.54,1.46,1.18,1.08,0.73,4.98,2.54,1.80,7.01,0.74,22.14,3.69,2.21,14.76,0.11,"14,760.15","18,696.19",31.59,0.06,28.41,54.10,25.49,7.38,170.15,"1,992.62",76.01,77.55,108.83,124.23,525.26,336.04,"1,107.55",666.23,"2,036.56","1,223.45","1,803.48",3.20
Lithuania,8.16,34.97,5.83,3.09,2.91,2.34,1.28,1.00,1.01,1.15,1.75,1.77,8.22,5.30,8.19,0.91,1.19,1.49,1.67,0.42,0.33,1.13,0.77,6.99,1.22,1.48,4.08,1.17,33.80,1.05,0.70,11.66,1.33,"19,816.06","20,685.74",174.07,0.08,12.87,42.18,20.88,7.58,355.52,"12,834.50",77.92,43.56,89.41,121.36,486.56,305.15,773.65,490.38,"2,455.14","1,483.46",792.28,2.07
Luxembourg,19.82,81.60,10.20,5.83,4.66,3.61,2.99,2.57,1.36,2.05,2.13,3.63,17.18,12.81,20.64,2.51,2.00,2.88,3.02,1.67,2.08,1.74,0.92,6.99,1.64,1.80,6.59,2.33,46.63,2.97,3.26,34.97,1.29,"24,467.01","27,671.57",250.07,0.15,52.58,68.48,29.43,10.49,"1,206.45","17,146.72",96.17,44.93,104.13,145.06,"1,662.22","1,287.77","3,302.68","2,274.39","9,194.93","6,823.86","3,629.14",1.95
Macao,6.80,50.72,4.95,4.33,4.95,4.04,0.91,0.70,1.57,1.96,2.31,2.80,8.66,6.03,9.48,3.71,0.62,2.60,2.78,2.16,2.16,2.06,1.98,7.42,1.55,3.71,6.19,0.43,21.15,2.10,1.24,14.84,1.37,"21,648.85","14,844.93",86.30,0.05,25.79,111.34,8.35,12.37,329.89,"14,226.39",74.22,29.37,77.66,94.84,"1,036.05",783.48,"2,103.03","1,731.91","11,762.28","9,587.37","2,085.36",2.73
Macedonia,4.26,16.58,2.84,1.51,1.70,1.14,1.12,0.67,0.91,0.50,1.10,1.52,5.23,4.46,6.56,0.74,1.07,0.91,0.92,0.51,0.54,0.36,0.42,3.78,0.82,1.04,2.27,0.66,26.49,0.76,0.47,5.68,1.21,"18,785.47","20,182.38",108.81,0.11,14.21,19.35,7.04,4.73,179.58,"4,224.22",42.77,32.49,76.13,77.75,212.08,149.86,364.40,265.51,"1,130.24",822.11,349.75,6.56
Madagascar,2.32,12.99,3.67,0.76,1.83,1.38,0.72,0.49,1.19,0.45,0.52,1.74,9.78,3.97,3.50,1.04,0.47,1.22,1.05,0.57,0.86,0.15,0.50,2.45,0.69,1.12,1.22,0.12,,1.53,1.53,4.18,1.09,"30,571.69","48,914.70",15.29,0.05,72.43,64.96,,,"1,070.01","1,268.73",122.29,3.06,177.32,32.10,155.36,85.98,743.91,458.58,917.15,,61.14,
Malawi,4.11,27.81,4.46,1.04,1.67,2.17,0.61,0.33,1.20,0.42,1.40,1.34,11.21,1.67,3.90,2.61,1.11,2.44,0.84,1.36,1.09,0.28,1.12,8.46,0.70,3.49,,0.28,,4.13,1.30,2.00,1.10,,"26,215.02",24.97,0.23,58.67,55.67,2.77,4.88,305.65,"9,011.86",44.72,14.22,55.09,86.88,262.22,292.57,"1,006.58",518.86,"5,196.10",,913.91,28.25
Malaysia,2.51,12.56,3.27,3.52,3.77,2.47,0.57,0.32,1.73,0.80,0.99,1.31,15.54,3.16,6.54,2.53,1.33,2.42,1.19,0.94,1.03,0.94,0.58,13.82,2.76,3.19,4.27,0.75,25.12,0.75,0.50,6.28,0.56,"37,539.58","28,767.94",45.77,0.07,41.05,35.24,5.73,3.77,153.01,"6,293.15",55.30,29.60,69.78,65.23,370.62,244.48,702.14,426.04,"2,190.64","1,219.83",873.05,4.56
Maldives,4.84,23.59,9.67,2.26,3.55,2.58,0.77,0.25,1.67,1.60,1.61,1.79,7.82,5.93,9.67,2.74,4.84,2.58,5.80,2.04,2.47,4.19,0.43,96.71,,9.67,4.22,0.64,49.97,1.61,1.61,6.45,0.77,"41,909.25","43,521.15",170.66,0.07,83.41,50.77,17.19,6.45,117.13,"3,352.74",36.54,33.67,73.79,76.78,794.87,621.12,"1,726.52","1,400.05","5,688.94","2,713.06",596.83,11.00
Mali,2.90,62.50,5.23,2.80,3.70,2.61,0.80,0.90,1.98,0.69,0.82,1.74,14.00,,3.60,,1.07,1.97,,0.66,0.66,,0.83,7.00,,,,2.00,,1.80,1.26,8.37,1.22,,"45,000.00",380.83,0.26,17.96,70.00,,4.80,300.00,"20,000.00",11.67,26.94,15.26,53.87,500.00,280.00,800.00,650.00,400.00,,97.00,56.32
Malta,13.99,58.28,8.74,2.91,2.91,2.13,1.82,1.14,1.00,1.10,1.98,2.57,9.01,7.53,12.71,2.43,1.88,2.40,2.53,1.36,1.51,1.54,0.87,6.70,1.53,1.70,6.53,1.75,30.31,11.66,2.33,23.31,1.52,"27,392.79","26,540.52",95.45,0.27,31.42,54.21,12.23,9.33,412.29,"8,159.55",88.27,40.06,90.44,101.08,876.48,673.62,"1,506.68","1,084.06","3,171.91","2,164.34","1,290.12",3.66
Mauritania,5.63,14.06,5.63,4.22,4.22,1.41,1.41,0.84,1.69,,2.39,2.25,5.63,5.06,4.22,2.39,1.69,1.13,1.41,0.79,0.84,0.56,0.56,7.03,,4.22,2.81,,,1.41,,,1.13,,,70.32,0.17,47.82,,11.25,,239.10,"2,812.94",,,,,253.16,225.04,225.04,421.94,,,,
